track_id,spot_id,mask_id,fr,X,Y,area,mean,edge,p_death
3,29643,34,18,883,838,1222.373,0.53499,False,0.86204
3,29015,34,5,893,836,1375.075,0.43515,False,0.11178
3,30941,43,45,881,838,1458.208,0.54581,False,0.16714
3,29411,36,14,887,833,1295.208,0.48765,False,0.89839
3,30179,38,31,887,847,1398.182,0.51352,False,0.00905
3,31331,40,53,878,835,1441.632,0.57247,False,0.19118
3,30181,37,30,885,847,1364.778,0.51981,False,0.83490
3,30566,38,37,884,849,1370.806,0.54464,False,0.20612
3,29032,34,3,894,838,1363.020,0.43647,False,0.00848
3,30955,42,46,884,830,1328.109,0.58621,False,0.86708
3,30060,38,28,888,843,1278.883,0.54372,False,0.00394
3,30188,41,29,889,847,1319.821,0.53426,False,0.13437
3,30446,44,36,888,850,1394.163,0.53267,False,0.01216
3,31342,42,52,876,835,1448.413,0.57027,False,0.00744
3,29297,36,10,890,830,1373.568,0.45093,False,0.88605
3,29042,32,1,891,841,1353.476,0.41562,False,0.10979
3,31222,43,50,877,832,1466.496,0.55727,False,0.74447
3,30586,40,38,885,845,1423.548,0.52822,False,0.78932
3,29053,34,2,894,839,1395.670,0.41248,False,0.84756
3,30334,37,34,886,846,1343.179,0.54231,False,0.81399
4,30594,44,37,233,1114,749.950,0.76759,False,0.21381
4,30211,45,31,232,1115,751.959,0.63746,False,0.35344
4,31365,50,52,215,1123,382.510,3.62032,False,0.19908
4,29062,42,8,228,1122,260.448,1.90950,False,0.29303
4,30859,52,44,237,1117,762.005,0.62992,False,0.19133
4,30349,43,34,232,1113,721.067,0.72846,False,0.28236
4,30605,47,38,238,1119,917.973,0.62511,False,0.32852
4,29454,46,14,221,1118,417.420,1.21692,False,0.15986
4,29074,44,5,223,1131,467.149,2.24335,False,0.13012
4,30746,47,41,232,1118,894.364,0.61156,False,0.21901
4,31387,51,54,205,1120,445.550,3.39581,False,0.30177
4,29984,47,27,225,1111,737.141,0.65400,False,0.31851
4,29858,46,22,227,1108,689.924,0.76213,False,0.35225
4,29859,42,20,228,1109,662.548,0.81878,False,0.14044
4,29349,47,10,224,1120,266.225,1.81690,False,0.10853
4,29991,41,25,229,1111,748.945,0.65117,False,0.26516
4,30632,46,40,234,1118,897.629,0.62352,False,0.23761
4,31144,52,48,228,1117,821.027,0.66172,False,0.20250
4,29865,44,21,228,1108,666.566,0.79800,False,0.32768
4,29098,43,3,224,1128,659.283,1.50780,False,0.19721
4,30382,43,33,230,1113,769.289,0.64229,False,0.18575
