track_id,spot_id,fr,X,Y,area,mean,edge
1,16140,112,861,174,1056.610,0.69041,False
1,782,10,839,163,883.313,0.52074,False
1,12817,96,858,167,1031.244,0.59132,False
1,3348,39,828,160,1200.020,0.55470,False
1,6165,59,865,169,398.081,0.97974,False
1,5910,54,830,167,1303.496,0.62241,False
1,11286,89,859,160,1076.954,0.54946,False
1,4375,42,826,161,1249.749,0.55442,False
1,5145,53,830,166,1304.501,0.61429,False
1,14874,106,860,175,1008.389,0.68740,False
1,8221,72,835,157,1004.370,0.46387,False
1,10528,86,859,161,1077.456,0.52878,False
1,1059,16,824,177,1029.737,0.47987,False
1,2595,25,825,176,1102.070,0.50970,False
1,5411,55,831,165,1175.909,0.69447,False
1,1573,20,822,179,1059.624,0.49538,False
1,1577,22,825,175,1048.071,0.52043,False
1,3113,35,832,164,1094.284,0.56843,False
1,7977,71,834,158,1021.449,0.45508,False
1,25642,145,894,132,865.732,0.35694,False
1,1326,12,830,172,982.520,0.47449,False
1,816,9,839,162,897.880,0.50756,False
1,8499,73,837,157,1024.463,0.46490,False
1,10548,87,858,162,1076.954,0.52878,False
1,3381,38,831,163,1166.365,0.55778,False
1,17976,119,877,137,284.308,1.33875,False
1,19256,126,910,144,648.232,0.63908,False
1,7225,65,843,162,707.002,0.58344,False
1,2364,31,831,166,1131.455,0.52780,False
1,15165,110,860,173,1093.028,0.65044,False
1,20285,128,913,139,654.260,0.62243,False
1,10303,84,856,161,1060.880,0.51752,False
1,16963,116,873,144,245.128,1.51696,False
1,3141,34,830,163,1140.245,0.54692,False
1,4421,45,829,161,1178.421,0.61181,False
1,19017,124,903,145,581.173,0.67820,False
1,6220,57,837,168,428.220,1.85088,False
1,7504,67,841,163,867.490,0.51304,False
1,9041,77,844,158,1054.601,0.48302,False
1,11601,90,858,160,1058.620,0.56959,False
1,84,8,839,162,931.535,0.48361,False
1,14422,105,858,172,1037.523,0.67180,False
1,21334,133,905,132,729.606,0.49728,False
1,18777,122,891,142,431.736,0.88264,False
1,16732,114,865,168,485.734,1.49939,False
1,95,4,819,178,758.489,0.56653,False
1,96,6,843,158,942.335,0.46515,False
1,21090,131,912,136,732.620,0.52556,False
1,21346,132,912,135,744.424,0.48024,False
1,9315,78,845,158,1010.649,0.50370,False
1,23908,140,892,128,846.645,0.32788,False
1,23910,142,890,126,876.532,0.31796,False
1,103,5,836,165,929.526,0.46765,False
1,7015,64,847,162,761.001,0.55196,False
1,13416,100,858,170,945.851,0.66565,False
1,3689,33,832,163,1158.580,0.53568,False
1,13423,102,857,170,1007.635,0.64075,False
1,18035,120,878,141,334.288,1.11854,False
1,9334,79,846,155,1024.463,0.49943,False
1,1658,23,826,173,1010.900,0.54253,False
1,5500,56,832,168,487.744,1.62313,False
1,23676,139,894,128,846.896,0.32564,False
1,10365,85,858,164,1041.792,0.52993,False
1,14974,107,859,175,1014.668,0.68000,False
1,21120,130,910,137,751.959,0.54349,False
1,3202,37,830,162,1195.750,0.54785,False
1,9602,80,848,156,1052.090,0.50423,False
1,131,7,841,160,901.145,0.48970,False
1,13187,99,858,171,943.339,0.65459,False
1,5252,49,830,164,1304.752,0.59415,False
1,8836,75,841,158,1047.820,0.47441,False
1,7301,66,842,163,796.162,0.53629,False
1,8837,76,843,158,1037.523,0.48528,False
1,22661,136,898,131,753.215,0.39226,False
1,1670,21,823,178,1061.885,0.50613,False
1,4999,50,832,164,1299.226,0.59461,False
1,17031,117,872,138,251.155,1.51495,False
1,25479,144,892,130,786.116,0.38150,False
1,16264,113,862,175,808.218,0.90216,False
1,19082,125,906,145,596.996,0.67096,False
1,6284,61,861,165,512.357,0.80630,False
1,16013,111,862,174,1085.996,0.66468,False
1,5775,52,832,163,1303.998,0.60625,False
1,10127,82,856,159,989.552,0.53586,False
1,4752,47,830,162,1267.581,0.59526,False
1,145,2,799,188,418.174,0.86196,False
1,149,1,790,197,465.391,0.82800,False
1,7574,68,837,160,943.088,0.46832,False
1,4503,46,829,163,1216.596,0.60808,False
1,11672,91,859,162,1075.447,0.56897,False
1,7833,70,835,160,1013.412,0.45761,False
1,14233,103,859,172,1005.375,0.64523,False
1,8603,74,839,159,1012.658,0.47913,False
1,22941,135,900,132,784.107,0.40650,False
1,2718,32,831,165,1172.895,0.51653,False
1,6303,60,863,165,439.773,0.88374,False
1,6048,58,845,160,230.812,1.66155,False
1,23713,138,894,129,797.167,0.32975,False
1,6821,63,852,164,675.608,0.62963,False
1,934,11,837,164,917.973,0.49501,False
1,5033,51,832,165,1293.952,0.60593,False
1,17073,118,872,137,244.625,1.54573,False
1,3762,40,829,163,1205.294,0.55874,False
1,11955,93,860,163,1078.210,0.57141,False
1,15033,109,860,174,1054.852,0.67041,False
1,957,14,828,173,1048.322,0.46056,False
1,4034,41,828,162,1247.991,0.55021,False
1,20420,129,914,138,700.221,0.57909,False
1,4037,43,827,161,1207.052,0.58541,False
1,18885,123,899,143,471.419,0.79285,False
1,203,3,809,184,604.782,0.68582,False
1,6603,62,855,164,530.440,0.78280,False
1,1741,24,826,174,1060.378,0.52341,False
1,13261,98,860,167,952.381,0.64147,False
1,15311,108,859,175,1013.161,0.68633,False
1,1488,18,822,176,1082.479,0.47118,False
1,13520,101,858,170,1012.658,0.63958,False
1,1490,17,824,175,962.427,0.50614,False
1,3283,36,830,162,1160.840,0.55307,False
1,11987,92,860,161,1090.265,0.56678,False
1,11990,95,860,163,1071.931,0.56653,False
1,1496,19,823,175,1001.105,0.51011,False
1,2264,26,830,171,1034.760,0.54224,False
1,9944,81,853,158,1038.025,0.51575,False
1,730,13,828,174,969.460,0.48810,False
1,14298,104,860,171,1033.504,0.63739,False
1,731,15,826,174,1060.127,0.46455,False
1,4828,48,830,163,1279.134,0.59430,False
1,11996,94,860,165,1050.583,0.57898,False
1,2270,28,834,169,1086.247,0.53436,False
1,22753,137,896,130,794.655,0.38892,False
1,20202,127,911,141,674.854,0.61496,False
1,4075,44,827,163,1222.875,0.58175,False
1,12780,97,858,167,988.799,0.61634,False
1,18158,121,887,143,398.835,0.94047,False
1,25330,143,891,128,847.900,0.33860,False
1,16887,115,865,168,454.340,1.60335,False
1,7672,69,833,161,1005.124,0.45175,False
1,24056,141,892,127,888.085,0.28293,False
1,21241,134,901,129,759.494,0.40746,False
2,0,2,33,16,406.118,0.38268,True
2,1536,23,10,39,183.343,2.06372,True
2,1,8,16,29,591.220,0.62671,True
2,2,4,31,19,538.477,0.45553,True
2,3,1,36,12,349.859,0.42395,True
2,11267,89,18,75,1054.601,0.54602,True
2,4,6,27,28,834.087,0.40973,True
2,22788,137,71,172,1100.563,0.16943,False
2,5,5,28,19,527.175,0.47872,True
2,6,7,20,28,673.347,0.61288,True
2,7,3,34,19,541.742,0.38556,True
2,25351,143,78,173,916.968,0.22917,False
2,3336,38,14,58,576.401,0.36128,True
2,5897,54,10,62,434.499,0.23691,True
2,10508,87,16,70,895.871,0.51638,True
2,4367,42,13,52,623.619,0.23782,True
2,14863,106,49,110,533.203,0.77172,False
2,6162,57,8,60,349.106,0.13968,True
2,24088,142,79,173,901.145,0.24437,False
2,3098,35,16,43,853.426,0.39625,True
2,8991,77,15,64,670.836,0.34438,True
2,10272,84,16,70,843.631,0.46149,True
2,8481,73,14,68,607.796,0.28880,True
2,2338,31,9,51,366.184,0.57094,True
2,15139,110,58,131,881.304,0.39957,False
2,7462,67,12,70,534.961,0.21297,True
2,7207,65,11,64,460.117,0.19896,True
2,6961,64,11,66,455.847,0.19033,True
2,3124,34,14,54,628.642,0.42183,True
2,17973,119,64,152,1312.538,0.25595,False
2,13366,102,42,98,422.694,1.03088,False
2,6201,61,11,73,561.583,0.13549,True
2,16954,116,66,150,1086.749,0.22971,False
2,4412,45,12,54,612.066,0.28276,True
2,9277,79,17,63,698.965,0.25530,True
2,1600,21,10,29,200.924,1.81438,True
2,3651,33,13,57,506.329,0.41787,True
2,836,11,11,32,480.209,0.70716,True
2,11588,90,19,73,1044.053,0.58494,True
2,14404,105,52,107,478.451,0.87680,False
2,19015,124,63,161,1450.924,0.17043,False
2,9544,80,17,65,729.606,0.30585,True
2,20298,128,60,163,1343.932,0.19851,False
2,6221,60,8,60,379.496,0.20133,True
2,21327,134,68,167,1069.922,0.15959,False
2,18772,122,65,157,1443.641,0.20487,False
2,10325,85,16,72,872.765,0.47695,True
2,16726,114,63,145,1046.815,0.28909,False
2,5464,56,9,60,356.641,0.15082,True
2,24153,141,76,177,871.509,0.21443,False
2,8796,75,14,65,611.563,0.33144,True
2,8797,76,14,64,635.172,0.30809,True
2,7264,66,13,66,547.519,0.22645,True
2,7776,70,13,69,517.882,0.26211,True
2,6754,63,10,74,561.834,0.18389,True
2,25701,145,78,173,999.347,0.21237,False
2,19302,126,62,168,1469.510,0.17996,False
2,3175,37,14,56,590.968,0.33034,True
2,14955,107,48,114,527.677,0.69969,False
2,11884,93,21,73,1118.395,0.57603,True
2,18029,120,62,154,1302.743,0.25320,False
2,21104,131,63,162,1199.769,0.17844,False
2,11889,95,20,74,1087.503,0.56935,True
2,7539,68,12,67,495.027,0.21835,True
2,13173,99,3,79,71.830,1.14495,True
2,4982,50,10,53,498.292,0.19323,True
2,11895,94,21,76,1102.321,0.58759,True
2,11896,92,21,75,1096.544,0.55988,True
2,5755,52,10,55,446.805,0.32680,True
2,16251,113,64,141,989.301,0.32370,False
2,1662,24,23,37,367.189,2.44530,True
2,10110,82,17,67,804.199,0.38007,True
2,4479,46,12,54,585.443,0.22933,True
2,11648,91,20,73,1039.532,0.59751,True
2,17024,117,67,152,1119.399,0.25163,False
2,21376,133,66,165,1090.516,0.16708,False
2,897,14,10,34,450.070,0.74670,True
2,8580,74,15,67,630.400,0.35654,True
2,19076,125,62,162,1418.776,0.18730,False
2,4741,47,12,55,598.001,0.27981,True
2,16006,111,60,135,967.701,0.35784,False
2,6538,62,11,76,622.614,0.18936,True
2,6031,58,8,60,387.533,0.18358,True
2,21135,130,62,160,1266.074,0.17556,False
2,14224,103,50,100,447.056,0.88826,False
2,5011,51,10,56,476.693,0.28723,True
2,22679,136,68,170,1060.629,0.16226,False
2,21406,132,64,164,1159.333,0.14949,False
2,23710,139,74,177,915.210,0.20862,False
2,17060,118,64,154,1208.559,0.25600,False
2,25510,144,78,173,946.604,0.22810,False
2,15015,109,54,128,766.526,0.53485,False
2,3752,40,15,57,661.794,0.27697,True
2,1449,17,11,36,299.377,1.62610,True
2,1450,19,5,35,123.317,1.64170,True
2,1453,20,6,33,126.582,1.59963,True
2,4013,43,13,53,622.112,0.27393,True
2,13231,98,16,70,422.192,1.58181,True
2,13487,101,34,99,397.830,1.11341,False
2,5040,49,11,57,554.300,0.28543,True
2,15280,108,51,129,478.702,0.55193,False
2,3249,36,14,57,616.084,0.26920,True
2,4017,41,14,53,644.465,0.21783,True
2,2490,27,26,93,409.383,0.63018,False
2,10686,88,17,72,946.604,0.60442,True
2,12735,96,20,71,976.994,0.59641,True
2,18879,123,65,159,1498.141,0.19597,False
2,706,13,10,34,451.075,0.70672,True
2,1219,12,10,33,446.554,0.72807,True
2,707,15,11,36,494.274,0.78543,True
2,14276,104,51,104,481.214,0.75697,False
2,23748,138,71,173,985.785,0.15996,False
2,4806,48,10,56,502.813,0.30536,True
2,24007,140,76,177,870.002,0.22790,False
2,2248,26,5,53,142.656,2.00589,True
2,2250,28,10,60,193.390,1.42745,True
2,9930,81,17,65,747.438,0.34649,True
2,2509,29,10,52,327.758,0.83046,True
2,20436,129,61,162,1332.128,0.18476,False
2,7638,69,12,69,479.958,0.21361,True
2,983,16,9,39,418.174,0.78797,True
2,22999,135,72,169,1009.896,0.17665,False
2,732,10,14,32,535.714,0.64736,True
2,4060,44,12,54,578.160,0.23339,True
2,7901,71,13,69,535.714,0.28488,True
2,12768,97,20,73,562.086,1.18018,True
2,18145,121,64,156,1337.653,0.22328,False
2,10213,83,16,67,802.944,0.39197,True
2,16871,115,64,149,983.775,0.28093,False
2,2282,30,9,51,346.092,0.64648,True
2,2540,25,21,40,354.380,2.62308,True
2,16109,112,63,139,1004.370,0.34691,False
2,20205,127,63,168,1359.504,0.20789,False
2,2543,32,11,56,463.382,0.50022,True
2,8175,72,12,67,508.087,0.24054,True
2,10479,86,16,71,883.062,0.56028,True
2,3312,39,13,56,601.015,0.31536,True
2,5104,53,10,60,439.773,0.30876,True
2,6131,59,9,67,449.819,0.17656,True
2,762,9,15,29,555.304,0.62094,True
2,9212,78,16,64,674.603,0.36128,True
2,5374,55,10,59,423.197,0.24062,True
3,1664,23,99,166,1084.489,0.40005,False
3,6273,60,268,148,1333.384,0.55626,False
3,6147,59,264,149,1417.018,0.50939,False
3,134,7,106,171,591.973,0.44728,False
3,3719,33,104,178,1182.188,0.37675,False
3,139,1,66,187,228.551,1.60324,False
3,3211,37,115,179,1309.273,0.37442,False
3,268,3,77,224,203.687,2.12759,False
3,2316,30,109,179,1099.809,0.41899,False
3,5005,50,169,170,1147.278,0.50492,False
3,5774,52,230,159,1139.743,0.53187,False
3,1681,21,103,168,1054.852,0.39062,False
3,2578,27,103,165,1077.456,0.43206,False
3,4755,47,138,175,1318.817,0.43952,False
3,5139,53,239,160,1161.593,0.53261,False
3,5908,54,249,157,1283.655,0.48421,False
3,790,10,109,178,1018.435,0.69875,False
3,150,2,78,196,233.826,1.76688,False
3,6808,63,285,145,762.759,0.97573,False
3,4378,42,130,177,1341.169,0.37777,False
3,6042,58,260,150,1436.608,0.49160,False
3,5404,55,250,152,1420.786,0.46370,False
3,4509,46,134,176,1412.246,0.38437,False
3,938,11,112,181,1318.063,0.57070,False
3,1066,16,107,166,934.298,0.40864,False
3,3370,39,124,178,1369.299,0.36468,False
3,1579,20,101,166,1049.327,0.39473,False
3,1583,22,101,168,1077.707,0.36209,False
3,3119,35,111,179,1201.527,0.39716,False
3,1328,12,100,170,855.184,0.44029,False
3,5043,51,204,168,1043.048,0.60202,False
3,7220,65,279,137,498.041,1.55559,False
3,821,9,113,168,805.957,0.38675,False
3,3766,40,128,178,1317.561,0.36323,False
3,6202,57,253,149,1339.662,0.48858,False
3,6586,62,288,144,1083.233,0.70286,False
3,2747,32,105,178,1183.444,0.39797,False
3,2370,31,109,179,1065.903,0.43633,False
3,966,14,104,168,893.611,0.39894,False
3,4040,41,129,175,1345.439,0.35619,False
3,4424,45,132,177,1344.937,0.42448,False
3,3146,34,106,179,1203.787,0.39942,False
3,7498,67,262,152,273.759,1.72427,False
3,4048,43,129,177,1230.410,0.41944,False
3,3412,38,117,178,1294.957,0.39233,False
3,1493,18,106,166,957.404,0.39546,False
3,5334,49,155,175,1388.638,0.46508,False
3,6998,64,283,139,573.639,1.30692,False
3,1495,17,104,167,938.065,0.39056,False
3,2265,26,102,164,1079.466,0.41979,False
3,91,8,112,168,639.693,0.44630,False
3,1499,19,101,166,1070.675,0.37787,False
3,1756,24,99,166,1073.187,0.39352,False
3,735,13,101,169,735.132,0.43184,False
3,736,15,104,166,973.478,0.38939,False
3,2272,28,106,173,1208.308,0.36339,False
3,3297,36,112,177,1197.006,0.35211,False
3,4838,48,136,175,1229.154,0.46898,False
3,2666,25,100,165,1039.783,0.43432,False
3,2667,29,110,176,1095.791,0.40635,False
3,4080,44,131,177,1288.427,0.38465,False
3,5490,56,251,149,1329.616,0.47957,False
3,115,5,92,175,508.087,0.57637,False
3,117,6,101,175,617.340,0.45920,False
3,6262,61,279,146,1237.945,0.60319,False
3,7289,66,272,146,490.255,1.66637,False
3,127,4,79,192,258.439,1.27936,False
4,1984,23,580,717,2305.355,0.63617,False
4,961,9,565,699,2388.989,0.51368,False
4,1154,14,588,718,3088.959,0.43791,False
4,1283,16,587,716,2895.570,0.48074,False
4,2116,24,590,720,2063.492,0.73189,False
4,520,7,556,697,2119.500,0.66547,False
4,2571,31,596,675,200.422,0.97300,False
4,844,13,585,717,3049.528,0.43036,False
4,397,2,572,684,1917.822,0.50882,False
4,2959,25,617,701,1058.871,1.62945,False
4,1872,17,583,719,2207.906,0.63829,False
4,4179,41,578,695,578.913,0.45225,False
4,919,15,587,716,2983.725,0.45768,False
4,3929,40,580,692,572.132,0.44424,False
4,605,3,565,683,1844.485,0.51411,False
4,1888,20,582,728,1921.338,0.61333,False
4,2016,21,580,719,2314.899,0.79558,False
4,353,1,571,689,2186.056,0.47292,False
4,2465,26,618,702,942.837,1.80411,False
4,2657,28,623,692,801.939,2.20002,False
4,1187,10,567,700,2465.341,0.50885,False
4,2467,30,596,672,159.986,1.27930,False
4,3619,39,586,688,507.836,0.52603,False
4,4261,43,573,694,622.865,0.45108,False
4,2855,27,622,696,845.640,2.00019,False
4,2983,32,592,679,276.522,0.73858,False
4,424,8,571,711,2891.300,0.62537,False
4,426,6,549,688,1694.545,0.58781,False
4,1709,18,587,726,2273.207,0.60877,False
4,3693,38,590,686,466.144,0.57394,False
4,2926,29,599,678,229.305,1.21533,False
4,3887,33,592,680,345.590,0.65374,False
4,369,5,551,693,1854.280,0.51933,False
4,433,4,552,682,1482.570,0.60851,False
4,1137,11,574,706,2723.779,0.46759,False
4,1905,19,597,729,2131.304,0.82128,False
4,4209,44,567,695,600.764,0.46950,False
4,4469,42,572,694,557.816,0.46743,False
4,1400,12,580,710,3014.115,0.43166,False
4,1854,22,583,714,2531.143,0.79169,False
5,5891,54,125,47,3280.089,1.02347,True
5,14340,105,190,28,2204.390,1.77935,True
5,13317,100,183,26,2073.538,1.72812,True
5,8,8,82,44,2498.242,0.75628,True
5,9,1,120,26,1553.898,0.81197,True
5,6153,57,141,44,3588.507,0.91651,True
5,10,7,90,41,2241.812,0.77301,True
5,4362,42,117,39,2656.972,0.93683,True
5,11,4,120,40,2485.935,0.74706,True
5,780,9,81,45,2599.206,0.77909,True
5,12,3,127,39,2447.257,0.73597,True
5,18956,125,213,30,2656.219,1.43929,True
5,13,6,103,42,2143.611,0.80422,True
5,14,5,102,42,2685.102,0.69873,True
5,15,2,108,39,2506.781,0.69096,True
5,9235,79,160,34,2292.797,1.72148,True
5,16148,113,202,27,2443.239,1.56258,True
5,10261,84,195,28,2777.276,1.58338,True
5,8470,73,144,33,1851.768,1.72666,True
5,9495,80,158,37,2382.459,1.72721,True
5,2328,31,57,41,1592.325,1.28450,True
5,7449,67,179,29,3009.343,1.16920,True
5,15130,108,193,29,2445.751,1.63507,True
5,3099,35,79,43,2230.762,1.14870,True
5,7199,65,163,32,2809.172,1.16787,True
5,6180,61,139,49,3658.077,0.94373,True
5,16935,118,208,28,2509.544,1.57399,True
5,22823,135,216,28,2711.975,1.34426,True
5,3115,34,67,47,2074.041,1.11555,True
5,10283,85,156,29,1473.277,1.70242,True
5,3636,33,66,45,1889.190,1.17575,True
5,18740,122,213,29,2594.686,1.50623,True
5,21044,131,215,29,2669.781,1.40182,True
5,4406,45,122,33,2589.160,1.02511,True
5,8760,75,143,32,1858.298,1.82030,True
5,11579,90,172,30,2023.558,1.87132,True
5,16699,114,203,28,2493.721,1.55768,True
5,8764,76,145,33,1892.455,1.79850,True
5,6205,60,139,49,3852.220,0.90974,True
5,17981,120,211,28,2576.100,1.54792,True
5,11839,95,167,30,2006.731,2.01358,True
5,6723,63,140,53,3827.858,0.95427,True
5,7747,70,163,31,2361.865,1.43565,True
5,14915,107,192,29,2360.609,1.66874,True
5,21062,130,215,29,2600.211,1.42098,True
5,11847,93,169,31,2076.803,1.95088,True
5,840,11,64,48,2335.996,0.89329,True
5,11848,94,168,31,1963.532,2.09388,True
5,11849,92,173,30,2049.176,1.91466,True
5,5455,56,138,46,3564.647,0.92183,True
5,7509,68,154,36,2810.428,1.20554,True
5,7256,66,149,42,3509.142,1.04418,True
5,4441,46,126,33,2626.080,1.05052,True
5,3162,37,101,37,2369.902,1.19796,True
5,1638,24,68,41,1278.129,1.24317,True
5,8550,74,144,32,1860.307,1.79241,True
5,11623,91,159,30,1566.707,1.87302,True
5,13160,99,178,26,2078.310,1.73041,True
5,22634,136,215,28,2771.750,1.29351,True
5,23660,138,259,30,1323.589,1.31211,True
5,15983,111,197,28,2485.182,1.55544,True
5,4976,50,124,37,2618.043,1.08885,True
5,20337,129,212,30,2664.005,1.43462,True
5,14962,109,195,28,2379.697,1.68350,True
5,5748,52,121,43,2959.112,1.07578,True
5,6516,62,143,44,3577.205,1.01653,True
5,13428,101,184,27,2167.219,1.73097,True
5,10101,82,179,32,2620.806,1.56876,True
5,4731,47,119,36,2887.784,1.04003,True
5,18812,123,214,31,2637.131,1.48191,True
5,4989,49,114,34,2956.349,1.03485,True
5,14207,103,184,30,2275.970,1.67084,True
5,4994,51,130,33,2546.464,1.20304,True
5,6026,58,141,46,3762.307,0.92800,True
5,2445,27,78,22,1027.979,1.48802,True
5,3732,40,129,29,2188.065,1.17929,True
5,10644,88,177,29,2105.435,1.87573,True
5,19095,126,215,31,2577.607,1.48780,True
5,21143,134,216,27,2648.935,1.31974,True
5,920,14,64,46,2402.301,1.00246,True
5,12696,96,166,28,1849.005,1.99896,True
5,18073,121,216,30,2584.388,1.56161,True
5,14234,104,188,29,2232.520,1.67755,True
5,1436,17,80,40,2702.682,0.88265,True
5,1437,18,76,37,2423.398,0.99387,True
5,1438,19,78,34,2029.837,1.07110,True
5,1439,20,81,36,2142.857,1.09250,True
5,3231,36,96,38,2327.959,1.10155,True
5,4007,41,131,30,2289.532,1.04853,True
5,16811,115,207,28,2523.358,1.52065,True
5,22702,137,214,29,2809.675,1.30627,True
